genes,APC1320ko,RKO_CM,RKO_RSPO1mut_CM,WTko,APC1320_CRISPRa,WT_CRISPRa
TCF7L2,-8.33675066,-1.349938588,-8.134459103,-8.278417945,0.793774128,0.472203273
TCFL5,0.863217006,-0.546655815,-0.570088579,0.639000138,0.441428959,0.362659813
TCHH,0.319723757,0.738872737,0.30890807,-0.377756299,-0.283623907,0.146806086
TCHHL1,-0.237322434,-0.172270155,0.581320978,0.419520784,-0.081836346,0.235643058
TCHP,0.614342702,-0.142843596,0.252832844,0.131498414,0.40073792,-0.063976839
TCIRG1,0.207254695,0.539535385,0.044449693,-0.056031833,-0.37161112,0.417295982
TCL1A,-0.199194997,-0.041375716,-0.234959342,-0.696213803,0.067453428,0.615591631
TCL1B,-0.7274724,0.20587363,-0.242585106,0.049972606,-0.548966567,-0.063879486
TCN1,0.161537045,-0.140411955,0.108165082,0.306277115,0.30360498,-0.263505799
TCN2,0.008645223,-0.779726823,0.081122212,-0.20905131,0.468943173,1.062924777
TCOF1,0.313039346,0.21628673,0.039973643,0.224556714,0.304602204,-0.868075507
TCP1,-0.546523291,-0.965184206,-0.201069582,-1.264183696,0.459663622,0.283224358
TCP10,-0.326434925,0.101376939,-0.473207045,-0.090773696,-0.50557012,-0.881330863
TCP10L,0.030095639,-0.280154203,-0.015666522,-0.442393418,-0.443269887,-1.040067939
TCP10L2,-0.161666823,-0.336768423,-0.121016334,-0.277557741,0.161334107,-0.116835016
TCP11,0.273935547,0.385272068,0.086725902,0.167059701,-0.291242827,0.040860209
TCP11L1,0.114789301,0.33038157,0.560059087,0.194154035,0.625019292,0.295602425
TCP11L2,-0.109853688,0.124944991,0.054776813,0.269827846,-0.00154607,-0.07741724
TCP11X2,-4.82E-05,-0.025644239,-0.029476653,0.374263079,0.07434415,0.267787578
TCTA,0.188416835,-0.056031456,0.119228903,0.149954894,-0.721292803,0.056566563
TCTE1,0.880956436,0.22487037,-0.157415424,-0.070223759,0.013750879,-0.385766982
TCTE3,0.343004237,-0.306186325,-0.171681079,-0.444193143,-0.146239204,-0.651111925
TCTEX1D1,-0.097573131,-0.015770729,-0.033046271,0.402504469,0.225713977,0.104647644
TCTEX1D2,-0.536391281,0.073087069,-0.470005288,-0.6690769,-0.218738059,0.494467062
TCTEX1D4,-0.248938273,0.077004858,0.238987284,0.271330501,0.63594971,0.444315337
TCTN1,-0.058025572,-0.2583608,0.621253547,-0.600408375,0.1488197,0.554641262
TCTN2,-0.186533681,0.026992059,-0.138754059,-0.319748523,-0.121775413,0.3320543
TCTN3,-0.859004373,-0.026023162,0.116878314,-0.355766577,-0.327556434,0.182867251
TDG,-0.12321552,0.126834961,-0.571449842,-0.379511447,0.89957419,0.626498508
TDGF1,-0.063243436,0.569280473,0.269419071,0.19798542,0.71869994,-0.529882992
TDO2,-0.078045515,0.020283113,-0.327574238,0.022043336,0.068219389,-0.181685989
TDP1,0.181134956,0.283135155,-0.953455203,0.290483932,0.27676426,-0.538026961
TDP2,-0.431618651,-0.041112674,0.440747426,-0.194319283,-0.093590409,-0.6623193
TDRD1,-0.664088824,0.155519443,0.035843139,0.058909779,-0.035795722,-0.325945727
TDRD10,-0.002747878,-0.018670642,0.138192917,0.596205466,-0.088917327,-0.198699684
TDRD12,-0.130022592,0.631657376,-0.282216422,-0.329554178,0.785985555,0.759662601
TDRD3,0.81518828,0.388884263,0.297423624,0.127136169,0.018861758,0.120749055
TDRD5,0.100497073,-0.003245439,-0.04137676,0.381547378,-0.114870565,-0.293724961
TDRD6,0.313736368,-0.231211646,0.323769677,-0.244625793,-0.318608771,-0.187669156
TDRD7,-0.248730394,-0.162837259,-0.210248338,-0.326231082,0.042061529,0.363719613
TDRD9,0.071250531,-0.150123776,-0.776840509,-0.224610543,-0.398697345,-0.384485142
TDRKH,0.459949017,0.133439438,0.103634063,-0.179639987,0.373381888,0.783412151
TDRP,0.392619962,-0.280135449,-0.364806,0.053801137,0.127252618,-0.521575481
TEAD1,0.953037656,-2.046561042,-1.778570405,-1.420447472,-0.529666464,1.353242873
TEAD2,-0.124097057,0.132419825,0.167214599,-0.337552587,0.744854546,0.552093174
TEAD3,1.313657018,-0.174348701,-0.17385561,-0.525063074,-0.682200536,0.004861198
TEAD4,-0.597661626,-0.187593921,-0.726358,-0.587625225,-1.017777868,0.52604718
TEC,0.241949569,-0.575504834,-0.032045314,0.167861798,0.637181277,0.17767689
TECPR1,-0.11786816,-1.501706944,-0.563183552,-0.799566213,0.298245115,0.532762862
TECPR2,-0.007460767,0.013317477,-0.222651919,0.039255739,-0.765740998,-0.10045758
TECR,0.282903659,0.530814368,1.213143991,1.388787243,-0.17352073,-0.282792955
TECRL,-0.089363975,-0.198781078,0.578874253,0.108499662,0.251799638,0.533538165
TECTA,-0.032007725,-0.190395103,-0.175210039,-0.157731685,-0.193956182,0.043010244
TECTB,-0.329790798,0.023694363,-0.739455375,0.053384288,0.484117504,-0.141148039
TEDDM1,0.581789055,0.100656189,0.376418781,0.403175221,0.35571624,-0.424072316
TEF,-0.373340765,-0.25065617,0.047319549,-0.492456144,0.397520437,0.504482838
TEFM,0.081870746,0.72058964,0.715966855,0.136784754,-0.601079823,0.050206891
TEK,-0.117268305,-0.004872262,-0.333756794,0.113200084,0.220065325,-0.253124609
TEKT1,-0.323289259,0.446738505,-0.35758512,-0.106150336,0.349093611,0.626884237
TEKT2,-0.269713712,0.463728734,0.04405652,0.190257347,-0.882052908,-0.302878146
TEKT3,0.707760991,-0.255751,0.378896601,0.51307522,-0.627615103,-0.773515616
TEKT4,0.617524424,-0.318854685,0.408314454,-0.022168853,0.34687196,0.000309539
TEKT5,0.245745919,0.065683302,0.12628364,0.374671815,0.089504874,-0.279637459
TELO2,-5.207750036,-6.534731331,-6.1154968,-5.369958168,0.216469434,0.195172572
TEN1,-0.42136723,-0.145173908,-0.228967818,0.129542519,0.200476216,-0.219386271
TENM1,0.046826727,0.000616247,-0.257770809,0.456661627,-0.005234852,-0.231356739
TENM2,0.312182432,0.022855527,0.095915336,0.245202012,-0.181263123,-0.071164705
TENM3,-0.221171549,-0.074908111,-0.098043066,-0.334853183,0.141010107,0.12558451
TENM4,-0.130842293,0.058368181,0.096163611,0.433310207,-0.519092824,0.001931793
TEP1,0.019346742,0.063902418,0.049805882,-0.404623627,0.421049044,-0.106937737
TEPP,0.552971159,0.179155436,-0.350314811,-0.066253565,0.02267787,-0.358526041
TERF1,-0.787756865,-0.781884162,-0.313825353,-0.372875113,0.082332801,-0.321869035
TERF2,0.371432071,-1.286101997,-1.299649732,0.019341373,-0.343665178,-0.541655163
TERF2IP,0.156713536,-0.238099772,-0.193503326,-0.18797422,-0.144336558,-0.192412528
TERT,-0.768266231,-0.071407687,-0.748222221,0.331950178,-0.47454561,1.000000522
TES,-0.119924313,-0.948099486,-0.557654185,-0.586256818,0.083884853,0.175713421
TESC,-0.14227205,-0.337519597,-0.169169133,-0.324917628,-0.918543671,-0.431209238
TESK1,-0.490544464,-0.09856794,-0.086853019,-0.628623441,-0.069037736,0.038522799
TESK2,-0.484964462,0.097218036,0.474360901,0.355795258,-0.548794639,-0.251848335
TESPA1,-0.151198403,-0.337594727,0.379266775,-0.254991966,-0.181426277,-0.052951959
TET1,0.453005642,-0.075994525,-0.27670543,-0.155613977,-0.643043916,-0.079348776
TET2,1.105874183,0.4666095,0.851122252,0.298145459,-0.607614281,-0.312307661
TET3,0.092187829,0.277363783,0.495036259,0.434526933,0.583000842,0.33507231
TEX10,0.312316317,0.509179044,-0.207702856,0.444829806,0.025019903,0.080338154
TEX101,-0.014130472,0.1993435,0.286395852,0.566794567,0.357272252,0.017732178
TEX11,-0.194410085,-0.25029149,0.294254543,-0.161271708,0.44076308,0.149526761
TEX12,0.455315124,0.232167884,0.008569423,0.515990728,0.330066737,0.16341419
TEX13A,-0.246057385,-0.264626306,0.024060412,0.010857945,-0.246895496,-0.239971253
TEX13B,-0.24774487,-0.017115189,-0.088352377,0.555684874,0.201726413,0.560398946
TEX14,-0.26773289,0.398710004,-0.382095809,-0.212859151,0.101116294,0.585314256
TEX15,0.115388712,0.442605049,-0.097936747,0.645738707,-0.524852258,-0.409216665
TEX19,0.393557526,-0.437104249,-0.050019389,0.57419139,-0.535605053,0.073214896
TEX2,0.512937539,0.172735043,-0.082472069,0.000101378,-0.391501781,0.015725815
TEX22,-0.154796159,0.056380072,-0.364402782,-0.485847941,-0.098401211,0.446758081
TEX26,-0.108770708,0.666343552,0.398278263,0.594581853,0.313212682,-0.489355184
TEX261,-0.709795558,0.30955467,0.16632335,0.289757287,-0.346084678,0.272094862
TEX264,0.703592646,0.341896892,-0.433735307,1.351500633,-0.118966935,0.244161853
TEX28,0.079763138,-0.159359246,-0.019929578,-0.0253595,-0.25786793,0.555719234
TEX29,-0.386451067,0.073136966,-0.055654324,-0.015230629,0.391274509,0.746297495
TEX30,0.905314199,-0.269015538,-0.079420095,-0.281405071,0.093905187,0.161607631
TEX33,0.445638912,0.509230764,0.131068698,0.247808719,0.016354595,-0.218365057
TEX35,0.756181837,0.069857949,-0.000775431,0.328037178,-0.686276317,1.378239179
TEX36,0.335033411,-0.034183405,-0.133272718,-0.446595665,0.180839951,-0.584529814
TEX37,-0.163395668,0.369761823,0.485942744,0.088812338,0.076480379,0.881879521
TEX38,0.364186804,0.287506617,0.707575937,0.553720525,-0.287515958,-0.566109067
TEX43,0.581563095,0.204052535,-0.243115579,-0.292613663,-0.246298626,-0.409235373
TEX9,0.275671495,0.030029174,-0.118801731,-0.53220644,-0.555597199,-0.618266764
TF,-0.219523289,0.142321983,0.0458986,0.243628222,-0.03248884,0.058920324
TFAM,-0.633824966,-0.026885734,0.405857422,-0.322073769,0.148633948,-0.27569665
TFAP2A,0.330114766,0.377715563,0.273182344,0.090425536,-0.130548262,0.104834387
TFAP2B,0.3733594,0.143213862,0.186652223,-0.136946389,-0.048805846,0.021044862
TFAP2C,0.065514588,-0.313314819,-0.045877139,0.453024328,-0.382577944,-0.018397688
TFAP2D,0.184589833,0.090359666,-0.318318908,-0.565561435,-0.023364142,-0.027295925
TFAP2E,0.192484503,0.500448887,0.029202274,0.12232867,-0.29643097,-0.087205791
TFAP4,-2.757673353,-0.066608244,-0.762774007,-0.963037698,-0.103881663,-0.055748225
TFB1M,0.442751447,0.399422265,-0.007487604,0.556240129,-0.096823437,0.139355991
TFB2M,-0.018369207,-0.262330396,0.431732063,0.153267656,-0.666446117,-0.431703475
TFCP2,-0.300761728,-1.64101972,-0.864942462,-0.845493394,-0.342243235,0.048207235
TFCP2L1,0.662210136,0.28373397,-0.075050433,-0.374895127,-0.012678233,-0.25899156
TFDP1,-1.824743198,-2.271595926,-2.533900381,-2.713597686,-0.704374909,-0.023411348
TFDP2,-0.223370891,0.113949775,-0.01911598,0.075177311,-0.866758266,-0.658211685
TFDP3,0.334824875,0.87228443,0.118519911,-0.005078288,0.92085233,-0.011310966
TFE3,-0.023105258,-0.465332102,0.592478367,0.888536184,-0.036575561,0.248917572
TFEB,1.311632756,0.369752327,-0.278126406,0.154802375,-0.157493707,-0.35501593
TFEC,0.057536733,-0.738724257,0.033893825,0.001896036,-0.587195522,-0.337146029
TFF1,1.069298811,-0.407868055,-0.261171982,-0.085102696,-0.524324779,-0.224140566
TFF2,0.433081701,-0.201101275,-0.09700782,-0.678909344,0.262391793,0.586530601
TFF3,1.288636749,-0.357659987,-0.404259664,-0.524656458,0.084406312,0.508862122
TFG,2.642327597,-1.029014933,0.200230715,0.329019101,0.1465977,0.788652696
TFIP11,-0.440759323,0.390923471,0.161103388,-0.203063224,-0.532092887,0.273805692
TFPI,-0.339598587,0.230058055,0.429125243,-0.197342003,0.042000482,-0.357219487
TFPI2,-0.07488713,-0.113606345,-1.067585344,-0.730757364,-0.347165194,-0.4902149
TFPT,-0.862313156,2.229050523,0.960620839,0.967893283,0.15444801,0.538410498
TFR2,-0.010906637,-0.447562612,-0.595378082,-0.708806184,0.496288391,0.153949423
TFRC,-0.192174805,1.058144205,0.862462922,0.731007965,-0.492237645,-0.193239724
TG,0.572017773,-0.408088401,-0.466349281,-0.041616837,0.274552987,-0.276777786
TGDS,0.052306171,0.172180004,-0.083448521,-0.354458664,-0.706600149,-0.23790349
TGFA,0.483591231,0.327655529,-0.05642647,-0.01060408,-1.147052804,-0.104403183
TGFB1,0.071766447,-0.051643991,0.359076686,0.127864675,0.035890822,-0.217937997
TGFB1I1,0.143977481,0.174550795,-0.120631145,-0.144663765,-0.950988543,0.569752174
TGFB2,0.190763077,-0.102434402,0.353479912,0.241258224,0.426138909,0.601725715
TGFB3,1.011457877,-0.226096648,-0.322937357,0.008292052,0.032336165,-0.77959738
TGFBI,0.694744481,-0.300198856,0.503960676,0.103108012,-0.099786176,-0.280218244
TGFBR1,-3.18027498,-1.018880269,-0.638893014,-0.908488019,-0.284477456,-0.263570379
TGFBR2,-3.42261205,-0.522632264,-0.950347764,-0.61695562,1.157570311,-0.037279452
TGFBR3,-3.113022806,-0.529878868,-0.616361286,-0.612395247,0.519949298,-0.125281246
TGFBR3L,-0.531597375,0.019550869,-0.459953428,0.156561728,0.71927536,0.344781469
TGFBRAP1,0.843008535,0.426783928,0.368681237,-0.118399223,-0.156678843,-0.227101093
TGIF1,1.856544471,-1.905878262,-0.401852976,-0.225115914,-0.832211888,-0.728636232
TGIF2,1.628962552,-1.363867989,-0.652166783,0.684211622,-0.450356245,-0.862335941
TGIF2-C20orf24,1.164386942,1.047571056,1.184754886,1.53663592,-0.795411887,-0.498854124
TGIF2LX,0.05608316,-0.194573204,-0.110415401,0.108591065,0.113050054,-0.662569291
TGIF2LY,-0.049929913,0.251946103,0.264682238,0.05291278,0.10638799,-0.268298511
TGM1,-0.294086334,-0.160709332,-0.245951393,0.421086011,0.310400226,-0.087818114
TGM2,-0.41507574,-0.009356777,0.092408393,0.531697442,0.356564499,-0.567627995
TGM3,0.902671597,0.467603839,0.214356914,0.20635033,-0.020061594,-0.285587068
TGM4,0.621599238,0.066402216,-0.225810956,-0.187564193,-0.297484116,-0.374124319
TGM5,-0.167578601,0.19353601,-0.294209216,-0.033142439,0.511890624,-0.012160819
TGM6,0.241294447,0.053340545,0.326187936,0.590890387,-0.172333472,-0.458234316
TGM7,0.664210461,0.166291726,0.09127201,0.531357307,-0.02195773,-0.101996705
TGOLN2,0.148045965,-0.140276372,0.03156825,0.118889552,-0.265009718,-0.766756796
TGS1,0.34585306,0.285418074,0.095261283,0.284140627,0.318764276,-0.071006462
TH,0.301589999,-0.481524362,-0.375757658,-0.410198102,0.233995358,-0.205860168
THADA,0.261109415,0.602816167,1.159225539,0.679225379,0.775888981,-0.018041449
THAP1,-0.116188088,-1.908061032,-0.957441828,0.101969867,0.468568581,-0.139147098
THAP10,0.364097299,-0.337688967,-0.691639339,-0.214735496,0.090519606,-0.330264169
THAP11,-1.64285324,0.643419316,1.637532005,1.393230322,0.072627223,-0.135131714
THAP2,-0.43610208,-0.149244387,-0.125966693,-0.360608464,-0.628442302,-0.363982336
THAP3,0.115387249,0.150675701,0.102439997,0.608720543,-0.38817794,-0.160950775
THAP4,0.871201249,1.080823792,1.092490158,0.940478684,0.198681922,0.300353821
THAP5,0.143392661,-1.072780601,-1.193440575,-1.08907674,-0.357645998,-0.023121143
THAP6,0.591285474,-0.146900653,-0.046581044,-0.043770411,0.705227135,1.196050986
THAP7,-0.079888377,0.358587751,0.182930688,0.236354564,-0.288876561,0.112279179
THAP8,-0.135278151,0.170820524,0.178222499,-0.434559098,0.26050496,0.23917572
THAP9,0.237687508,-0.316047619,-0.30405444,0.135775483,0.72694491,0.354647747
THBD,-0.010412636,-0.112119308,-0.001458471,0.278752512,0.172661526,0.411791856
THBS2,-0.129134715,-0.16877304,-0.220862871,0.443453132,0.380807095,0.113395889
THBS3,-0.916651023,0.45724746,0.340064517,0.101412678,0.173489367,0.645028156
THBS4,0.068482507,-0.008131801,-0.440736062,0.338737603,-0.355044029,-0.240410078
THEG,-0.56354079,-0.861306096,-0.572766028,-0.204558496,-0.046326651,-0.026435378
THEG5,0.098230478,0.154429842,0.30092936,0.360772976,-0.233710804,0.357369305
THEGL,0.236124162,0.1446509,-0.232909551,0.230259185,0.320619422,0.56787918
THEM4,0.665127772,0.106473453,0.034586581,0.108790713,0.071667573,0.319261677
THEM5,-0.45165738,0.438703297,0.280537224,-0.412305584,-0.294258568,-0.526636469
THEM6,-0.303674992,-0.088905762,-0.508579052,-0.636161078,0.128602944,0.172271604
THEMIS,-0.953164504,-0.435953487,-0.189312319,0.102685374,0.022709565,-0.156065148
THEMIS2,-0.091300701,0.181800516,-0.204907411,-0.025034892,-0.234378028,0.248175961
THG1L,0.298276235,2.030864143,1.97276422,1.652195759,-0.196619352,-0.595101554
THNSL1,-0.192092771,-0.311282865,0.735570162,0.186654708,0.552331505,-0.015741924
THNSL2,0.438463248,0.161843719,0.404118237,0.303616648,0.507613524,0.989445981
THOC1,0.52199889,-0.072994046,-0.372406136,-0.420629464,-0.108871769,-0.653778807
THOC2,-0.273840465,-0.713221164,-0.55366175,-0.589914095,0.361653714,0.1147696
THOC3,1.093234807,0.709597675,0.703297328,1.122502603,-0.367130051,0.150249928
THOC5,0.992385749,0.183584696,0.032691458,0.303529224,0.304155289,0.250940114
THOC6,-2.456572654,-1.992664349,-1.593652015,-1.065689718,0.32666716,0.193841502
THOC7,0.381816287,-0.336445247,0.200419531,0.099564513,0.085301025,-0.12007542
THOP1,-0.617208404,-0.629979037,0.137344925,-0.633794356,-0.041408753,0.614607432
THPO,-0.017439599,0.406908777,-0.258703794,-0.213462366,1.11552049,0.531354437
THRA,0.869517246,-0.827461179,-0.555217449,-0.666858028,-0.287866372,-0.22997191
THRAP3,-1.843525997,0.889633366,1.075603849,0.754798167,0.443867829,0.54385636
THRB,0.600724371,0.515233737,-0.023833554,-0.018891232,-0.03237333,-0.197828663
THRSP,0.153609245,0.294868391,-0.299717623,0.445543561,0.535002391,-0.193619869
THSD1,0.168532602,-0.259705276,0.14180178,0.115737341,-0.439118116,0.034497307
THSD4,0.383202294,-0.127774746,-0.199668594,0.043904785,-0.152834902,-0.567740215
THSD7A,0.329236868,0.182379105,-0.557843204,-0.091345991,-0.12231425,0.691353991
THSD7B,-0.409756424,0.014464929,-0.330546795,-0.049542913,-0.571986828,0.228123165
THTPA,-0.774215343,-0.408126363,-0.234933802,0.323274682,0.519872888,0.237320198
THUMPD1,-0.658599937,-0.438357416,-0.721545708,-0.254140415,-0.337256177,0.436743602
THUMPD2,0.074427266,-0.089112283,0.714013589,0.431499552,-0.546038009,-0.38191111
THUMPD3,0.084601642,-0.161274986,-0.458960259,0.02985944,-0.239867263,-0.461159803
THY1,0.317570339,0.623977343,0.111156863,0.027278644,-0.282164546,-0.645873328
THYN1,0.165494135,0.531288453,-0.563535801,-0.29466947,-0.259661168,0.530457029
TIAF1,-0.373568557,0.241669491,-0.457397512,0.407377339,0.209666208,-0.515424849
TIAL1,1.596569253,-0.825665816,0.487513996,0.777942701,-0.21203176,0.830473429
TIAM1,0.522838408,-0.21941029,0.18265376,0.072851642,0.264095476,0.103305792
TIAM2,-0.092792812,-0.677536308,-0.144421472,0.292111139,-0.202858749,-0.031032293
TICAM1,-0.26976263,-0.781092416,-0.133755147,-0.002646856,-0.27091853,-0.218527896
TICAM2,1.052857664,0.111495905,0.294359043,-0.298501801,-0.151365106,-0.165969267
TICRR,-0.738114061,-1.678986481,-0.40814249,-1.768935204,0.388805818,0.307721388
TIE1,-0.047824147,0.422509613,-0.164239753,0.539077209,0.508725785,1.020056956
TIFA,-0.060370619,0.054719823,-0.168236627,0.561469623,0.30763502,0.608428768
TIFAB,0.189715195,-0.165383214,0.116185277,0.08474279,0.22185562,0.267037989
TIGAR,-0.062456975,-0.303526079,0.155267331,-0.421138957,-0.298090993,-0.377432746
TIGD1,0.134688833,-0.059127212,-0.210557144,-0.959211696,-0.018897277,0.284003001
TIGD2,0.574414836,-0.071491541,0.042095755,0.659113473,-0.393602125,-0.015883524
TIGD3,0.112790554,0.577879531,-0.16093773,0.101596972,-0.398904651,0.27927696
TIGD4,0.232457501,0.369274962,0.12662915,0.418858526,0.19223002,0.209082318
TIGD5,0.240641009,-0.274619666,-0.225303113,-0.42552665,0.331663228,-0.285676383
TIGD6,0.087617409,0.355684155,0.281290148,0.38642423,-0.122316189,0.191163512
TIGD7,-1.324550058,0.013232823,0.282613191,0.295452429,0.616225691,-0.069834758
TIGIT,-0.174983327,0.161305699,-0.315233686,-0.002769977,-0.451923271,0.389526076
TIMD4,0.290395346,0.18466445,0.208302101,0.043792937,0.162368753,-0.747182619
TIMELESS,-0.847833523,-1.047994736,-0.41479805,-0.087737098,0.425101392,-0.468182347
TIMM10,-0.670198389,0.623586627,1.334277366,1.037663945,-0.14567787,0.069811904
TIMM10B,0.38859978,-0.116183299,-0.159107281,0.25827286,-0.303773962,-0.477659634
TIMM13,-0.214336771,0.57513295,0.875759888,1.058107816,0.240490735,0.247500661
TIMM17A,-1.542310132,0.229187191,1.574685241,0.25446358,0.83964772,0.426737123
TIMM17B,-0.152835586,-0.226388942,-0.308000774,0.652885591,0.137178736,0.204969645
TIMM21,0.223919226,0.286089757,0.296624318,0.401933181,-0.577575721,0.261811901
TIMM22,-0.731151434,-0.060511155,-0.082723411,0.275264847,-0.166637609,0.015387196
TIMM23,-0.06557982,0.108904051,-0.001373829,0.260562663,-0.145999374,0.558496804
TIMM23B,-0.026173783,-0.12784062,-0.028872312,-0.062742732,0.067622999,0.170114314
TIMM44,-0.018844138,0.469680191,0.551940195,0.813968546,-0.492389636,-0.130598981
TIMM50,-0.624272469,-0.016254125,0.521139321,-0.92031128,-1.091343037,0.247327663
TIMM8A,-0.448357548,0.493645176,1.416009704,1.206185053,0.224524846,0.240640398
TIMM8B,-0.642900257,0.760005168,0.87533776,1.010373159,1.175316957,0.71303729
TIMM9,-0.169713241,-0.287336565,-0.292269275,0.534463682,-0.840123274,-1.339225018
TIMMDC1,-0.106673264,0.749552531,0.976351702,0.509072601,0.376435102,-0.067254967
TIMP1,0.355705411,-0.48991008,-0.207915882,-0.387711352,-0.226524739,0.249977331
TIMP2,-0.064732941,-0.174364574,-0.193776118,-0.362094275,-0.237936722,-0.594136784
TIMP3,0.372316955,0.3920012,0.047204318,0.349102058,-0.156057049,-0.145349372
TIMP4,-0.216512713,-0.024168569,0.461462989,0.184008411,-0.061735653,-0.230322032
TINAG,0.456033893,-0.207475739,0.07816756,0.30466047,-0.578795311,-0.114380173
TINAGL1,0.151327491,-0.156926844,-0.606950744,-0.666561402,-0.207522627,0.475851026
TINF2,-1.881271101,-1.078064109,-0.901867069,-0.931685589,0.849345325,0.808695395
TIPARP,1.232117917,-0.257866123,0.710034344,0.346345834,-0.55516648,-0.45671527
TIPIN,-0.928531633,-0.313058938,-0.683982213,-0.363383271,0.529132865,-0.581916177
TIPRL,0.739032613,-0.933679619,-0.44806327,0.122216105,-0.271517631,-0.580548041
TIRAP,0.028658474,-0.235664897,-0.086638063,-0.220395198,0.102887039,-0.055735168
TJAP1,0.63716033,-0.159991795,0.041655918,0.268299194,-0.936003014,-0.018458232
TJP1,0.145286195,0.189850761,-0.321751565,-0.098698892,0.046161102,0.471945428
TJP2,-0.056718633,-0.897544809,-1.079087857,-1.546728155,0.302731231,0.342909045
TJP3,-0.514349569,-0.161053657,-0.345240901,0.159179711,0.281093226,-0.334301115
TK1,-0.394822318,-0.671039725,-0.237105282,-0.171246753,0.328056979,0.001299482
TK2,0.68388871,0.311291835,0.03471756,0.193049769,-0.308063529,-1.052436411
TKFC,0.293587109,0.27472896,0.126819135,-0.211810413,-0.279158494,1.17916754
TKT,-0.927203935,0.314719787,0.217222555,0.378075364,0.241051966,-0.257702367
TKTL1,0.014582729,0.514171868,0.422953298,0.342452463,-0.246797347,-0.189083524
TKTL2,0.093541939,-0.731008483,-0.359280996,-0.377037981,-0.252785554,0.187726784
TLCD1,0.6305246,0.457527492,-0.051708488,0.586543377,-0.585087981,-0.214531611
TLCD2,-0.108777226,-0.158384786,-1.065030744,-0.184447656,-0.391355283,-0.094530633
TLDC1,-0.216251386,0.103213279,0.273119607,0.111203284,0.275903465,0.868864706
TLDC2,0.079696617,-0.141679597,0.313407671,0.162571946,0.506350828,0.156140167
TLE1,-0.040627281,-0.997368529,-1.095579425,-0.951745171,1.048129088,1.203999197
TLE2,-0.321693483,-0.465600468,-0.317115554,0.149817717,-0.024993751,0.347378046
TLE3,-1.019022461,0.309240168,0.344222883,-0.459895114,-0.978461397,-0.429960508
TLE4,-0.584452781,-0.88425497,-0.915954967,-1.042060349,-0.478023397,-0.111011951
TLE6,0.327123926,-0.104504075,-0.347057854,0.129139041,-0.07013083,0.360789813
TLK1,-0.148351877,0.175689616,-0.252957591,0.158737417,-0.050073427,-0.23174738
TLK2,-2.959755281,-3.846137319,-3.51104895,-4.196036741,0.00396286,0.115456744
TLL1,0.164156619,0.119319534,0.009454757,0.472329782,-0.20333129,-0.863207213
TLL2,-0.674208661,0.137011043,-0.24756214,-1.198193539,-0.08403618,0.264706002
TLN1,-2.114675833,-4.433815054,-3.931503823,-3.047999151,-0.112509304,0.321742131
TLN2,0.035046779,0.339890794,0.351458454,-0.089310496,-0.06142271,-0.136661747
TLR1,0.140272615,0.024503716,-0.198165221,-0.184535328,-0.616546712,-0.680659401
TLR10,0.04673752,0.579030653,-0.100518329,0.051629996,0.370557972,0.217392808
TLR2,-0.138119896,0.195194609,-0.456731784,-0.021356702,-0.276384328,-0.287875333
TLR3,-0.402497871,-0.0064006,-0.308495829,-0.306987011,-0.305583567,-0.627447118
TLR4,0.164837331,-0.484284635,0.35446067,-0.168307107,-0.329011767,-0.231392021
TLR5,-0.01642393,-0.307921706,0.113343802,-0.39511245,-0.159349365,-0.180907187
TLR6,0.558435246,0.370072174,0.211965599,-0.760703338,-0.034042487,0.496293727
TLR7,0.16804975,0.089786139,-0.001914658,-0.547898187,0.246046724,0.404688823
TLR8,-0.07335537,-0.119901924,-0.072811917,0.433740124,0.364704833,0.855622974
TLR9,0.762467728,0.67601626,0.445550032,0.479711413,-0.01857989,0.191452366
TLX1,-0.415338007,-0.197083954,-0.017896431,-0.2761592,-0.381734408,-0.452119177
TLX2,0.326516058,-0.137564552,-0.076627484,0.36570092,0.775489508,0.81809572
TLX3,0.196332979,0.577670144,0.382407725,0.411336547,0.181757086,0.978921624
TM2D1,0.124884521,-1.051292907,-1.230657204,-0.243811317,0.121601587,-0.445515421
TM2D2,-0.063896343,-0.818703746,-0.996252717,-0.24463221,0.195217524,0.103196224
TM2D3,0.560653143,-0.982458117,-1.185748799,-0.614393196,-0.563111493,-0.138184131
TM4SF1,0.388920677,-0.121859475,0.04717079,0.283858943,0.119068584,0.287181109
TM4SF18,0.446874252,-0.232401639,-0.072663773,0.095764806,-0.74304187,-1.576989673
TM4SF19,0.187793111,0.484544514,0.070575424,-0.435053911,-0.223437411,-0.075110278
TM4SF20,0.783010976,0.050265032,0.457855371,0.261819864,-0.778884287,-1.002970698
TM4SF4,-0.243324305,0.125882993,-0.160390994,-0.059765934,0.059696828,0.035029604
TM4SF5,-0.131345397,-0.345923971,-0.359966649,-0.492468203,-0.021931292,-0.185250947
TM6SF1,0.502874817,0.599182923,-0.339874946,0.938507663,-0.344192914,-0.488958603
TM7SF2,0.563715082,-0.061530341,-0.153816037,0.018918068,-0.001155178,-0.014350622
TM7SF3,-0.824943603,0.312968632,0.006217521,-0.581351925,0.483198459,0.410282895
TM9SF1,-0.106415639,-0.723793921,-0.489398168,-0.884735832,-0.161481253,0.055635365
TM9SF2,0.896105834,-3.494065138,-3.513991755,-1.826548713,-0.05854853,0.836962252
