genes,APC1320ko,RKO_CM,RKO_RSPO1mut_CM,WTko,APC1320_CRISPRa,WT_CRISPRa
BRWD1,-1.203771003,-1.687884733,-1.647122631,-1.79501792,-0.318527609,-0.027279874
BRWD3,0.012306097,-0.38039311,0.043910109,-1.127144859,-0.073539867,0.321788245
BSCL2,0.085324264,-0.208857748,-0.183296473,0.403927879,-0.394568921,-0.412710993
BSDC1,-0.41759896,0.287093799,0.992151376,-0.50456383,-0.230104723,-0.195710323
BSG,-0.45480216,-1.277413669,-0.929261294,-0.415202359,-0.569129057,-0.701186307
BSN,0.51205551,-0.196319481,0.096782557,0.061040481,-0.334125249,-0.102533004
BSND,0.07757323,-0.258578301,-0.031256065,0.181865811,1.17310645,1.110245265
BSPH1,0.216070637,-0.153794962,0.003215446,-0.076598336,0.176477309,-0.003882771
BSPRY,-0.134976009,-0.145857936,-0.500401992,-0.962128123,0.086948018,0.433209195
BST1,0.291976235,-0.972381606,-0.08363407,-0.265743036,0.568274793,0.35437289
BST2,-0.023359154,-0.55361395,-0.188247033,-0.321501632,0.03956363,-0.050232648
BSX,-0.235040556,-0.336757893,0.343401659,-0.38274117,-0.300403704,0.101274606
BTAF1,-2.664635495,-4.21687692,-5.250690954,-5.28402682,0.036054801,-0.103981078
BTBD1,0.009425156,-0.341598937,-0.456565045,0.640616595,0.445794118,0.417264421
BTBD10,-0.592776994,-0.419251307,-0.145719744,0.5002516,-0.911479881,-0.171352416
BTBD11,-0.245656713,-0.32436218,-0.082409256,-0.262965478,0.030755606,-0.252943315
BTBD16,0.554610086,-0.339430015,0.205751499,0.459225873,0.082938726,-0.045812628
BTBD17,0.292244504,0.180260981,-0.00941669,0.2829123,-0.794491321,0.256402766
BTBD18,-0.018235119,0.421774097,0.550378083,0.504978299,-0.643822598,0.143018542
BTBD19,-0.021341829,-0.067555752,-0.070012197,0.178375193,0.028342907,-0.643256257
BTBD2,0.227168489,-0.531762709,-0.553172338,-0.247464135,0.23301932,0.164572088
BTBD3,0.926063307,0.230422609,0.254212121,-0.18610185,0.396148969,0.259861747
BTBD6,0.347938884,-0.737916556,-0.954782224,-0.564203908,-0.188659544,-0.31488429
BTBD7,-0.339661191,0.363998857,0.271217509,-0.264735361,0.269250945,-0.298766905
BTBD8,0.005800367,0.028471757,-0.295701128,0.663206418,-0.10455797,-0.273551809
BTBD9,-0.005689504,0.259491557,0.156863628,-0.262673101,-0.110987203,-0.219401972
BTC,-0.090849311,0.533069084,0.522648584,0.05224319,0.464399462,-0.040261908
BTD,0.056327351,-0.390040078,-0.155873334,-0.47286593,1.076240882,-0.104985463
BTF3,-1.556149265,-1.325031953,-1.260909382,-1.574504468,0.154299798,0.863776703
BTF3L4,-0.635697284,-0.056190883,-0.054102478,-0.402329187,-0.379004611,0.331537276
BTG1,-0.074101443,-0.229537495,0.206211787,-0.230457689,0.327256705,0.020969792
BTG2,-0.064287055,0.50923096,0.056909827,0.18958018,-0.236095466,-0.140524593
BTG3,0.684801116,-0.187198001,-0.276653034,0.041990243,-0.159460326,-0.185261114
BTG4,0.093216903,0.362216736,0.296415376,0.539935563,-0.732848891,1.549768355
BTK,-0.48378774,0.292640928,0.013200468,0.848005425,-0.099021227,0.814157871
BTLA,0.070373588,0.072750452,0.262167579,0.406233114,-0.282585466,-0.532379278
BTN1A1,-0.115290226,-0.33408324,-0.761289861,-0.235970051,-0.21926103,0.255635104
BTN2A1,-0.371865754,-0.32872742,-0.113574512,-0.236390581,0.987444693,-0.157590133
BTN2A2,-0.532672168,0.010763629,-0.132945548,-0.115490062,0.135945999,-1.195413481
BTN3A1,-0.368553185,-0.156912322,-0.318906998,-0.710689118,-0.493598194,-0.47072781
BTN3A2,-0.409901102,-0.224242846,-0.367306064,-0.279351389,-0.303676402,-0.668036062
BTN3A3,0.432840498,-0.253856079,-0.599621097,-0.298400996,-0.549562436,-0.15663778
BTNL10,0.069486513,-0.143133746,-0.079661101,0.027987068,0.07696745,0.089255663
BTNL2,0.033550169,0.563915153,-0.550716321,0.501304164,0.064297794,0.098382882
BTNL3,-0.171820131,0.008882073,-0.036310297,-0.217841719,-0.38048318,-0.099837547
BTNL8,-0.483686861,-0.246319794,0.100031158,-0.487295833,-0.394853604,-0.718843141
BTNL9,0.013132568,-0.25271279,-0.484885441,0.156059343,-0.089400067,-0.609615451
BTRC,-1.136700296,-0.169302479,-0.291575402,-0.316817474,-0.301236491,-0.043067318
BUB1,0.754498644,1.107009483,-0.249684728,-0.488513211,-0.11119421,-0.345679339
BUB1B,-0.072402171,-0.267810091,-0.147685712,-0.211863762,0.304265796,0.093802492
BUB3,-0.025284513,-0.78145792,-0.448194586,-0.589761133,0.189905366,-0.326530269
BUD13,0.281099007,-0.009064468,0.323211252,0.339655345,0.424141705,0.130142248
BUD31,-0.845244543,-1.762391355,-1.072121897,-1.791839468,0.430661501,-0.025581711
BVES,0.124281954,0.097226425,-0.192316462,-0.266300414,-1.327114294,-0.186440636
BYSL,0.956620576,0.64156682,0.644544833,0.64910906,0.031502723,-0.709922209
BZW1,-0.25820215,-0.697113935,-0.178710787,0.116870321,0.51229935,-0.170262819
BZW2,-0.562685875,-0.40922704,-0.023233919,-0.76033677,-0.499107561,-0.032543938
C10orf10,-0.50536631,-0.227626414,-0.304446022,-0.27509131,-0.393742018,0.332289947
C10orf105,0.147519226,-0.30896559,-0.073168954,-0.161358026,0.405523752,0.384963717
C10orf107,0.073254662,-0.747337818,-0.218637911,-0.412561718,-0.218239411,0.217103966
C10orf111,-0.241737427,0.012674773,0.53349956,0.078733169,-0.655032333,-0.54220385
C10orf113,-0.224967988,0.036255405,0.165908424,0.552149611,-0.188915354,-1.257141408
C10orf12,-0.561019073,-0.674551358,-2.419237939,-2.60069801,-0.522164906,0.119163915
C10orf120,-0.356255361,-0.279685396,-0.245508958,0.085563695,0.385699574,0.883443248
C10orf126,-0.109107239,0.21270688,-0.417980923,0.133637074,0.68834523,0.303403099
C10orf128,-0.212152738,0.548655082,-0.060172897,0.102771726,-0.072171532,-0.166191707
C10orf131,0.07382155,0.137005618,-0.110319637,-0.734123692,-1.140194122,-0.83938745
C10orf142,0.188380298,0.022713445,-0.242617437,0.061055921,-0.46649383,-0.238106602
C10orf25,-0.513587599,-0.199981039,-0.478761298,-0.280262988,-0.20967823,0.452829077
C10orf35,-0.225341075,-0.254679685,-0.180913941,-0.318112683,-0.612987553,0.013006024
C10orf53,-0.112457894,-0.195883039,-0.50914859,-0.054099765,0.725225016,0.260590612
C10orf55,0.091356377,0.012993886,-0.535325552,-0.187869713,0.749776,1.158090983
C10orf62,-0.273321457,-0.030373396,-0.591481775,0.103004178,1.059876811,0.75982806
C10orf67,0.263824297,0.004239508,0.148885875,0.064667352,-0.155634107,-0.135195347
C10orf71,-0.330524068,-0.35244276,-0.116432399,-0.135322063,-0.506749663,-0.266272643
C10orf76,-1.171110254,-3.966805686,-3.59711432,-2.152351225,-0.402863174,0.084750481
C10orf82,-0.338701989,0.332621754,0.446389431,-0.037685934,0.611462608,0.388927342
C10orf88,-0.180157267,0.991051145,0.815999252,0.569206597,-0.130904649,0.199955063
C10orf90,-0.054172698,0.23129223,-0.439339845,-0.091467601,0.452288029,-0.107519695
C10orf91,0.070279583,-0.250414623,-0.177967411,-0.000608896,0.170019156,0.121730245
C10orf95,-0.799194848,0.232417959,-0.032006742,-0.230471855,0.140407354,0.16399703
C10orf99,0.101715879,-0.020634238,-0.358415932,-0.198699887,0.334560662,0.407908947
C11orf1,-0.113839893,0.267159671,0.510847247,0.509449217,0.153432557,-0.214087526
C11orf16,-0.117826911,-0.227499205,-0.233411638,0.180284967,-0.893127658,1.229220572
C11orf21,0.136112165,-0.08345129,-0.64832608,0.211494837,-0.663085601,0.614539609
C11orf24,0.293348538,0.355270389,-0.213345048,0.270201853,0.517587599,0.002126482
C11orf40,-0.012380423,0.336718685,0.036931901,0.395771358,-0.138547492,-0.0938121
C11orf42,0.267335585,-0.018593591,-0.4791944,-0.345618228,1.027271059,-0.635565178
C11orf44,0.466074244,0.339800655,0.391162058,-0.001848348,0.237861955,0.572642376
C11orf45,0.004983587,0.165898617,0.102452845,0.076365093,0.118874216,-0.667714932
C11orf49,0.914514266,0.438190214,-0.119699768,-0.029966202,-0.152469567,-0.384881057
C11orf52,-0.06705526,0.31443098,0.263413942,0.385652946,0.248358283,-0.236404491
C11orf53,-0.459476714,0.237367582,-0.147949659,0.450530247,0.271102201,0.239242599
C11orf54,0.424425115,0.492247574,-0.013834474,0.69867695,-0.017868701,-0.380894885
C11orf57,2.159768008,2.684849998,2.353815234,3.70437732,0.496762198,0.007198095
C11orf58,0.920221103,-2.613588802,-1.516730647,-1.480949927,-0.522358933,-0.333070387
C11orf63,0.475226822,-0.317350454,0.376464381,-0.064651799,0.301924154,0.001990987
C11orf65,0.283592836,0.497537023,0.481442263,-0.171541431,-0.425070029,-0.950950374
C11orf68,-0.121759674,-0.776320171,-0.759732636,-0.459060018,0.404055451,-0.092142858
C11orf70,0.181574488,0.119263234,0.134344001,0.549467266,0.193596324,0.867521467
C11orf71,-0.299343617,0.1114346,0.464315981,0.205702427,-0.651249342,-0.235802716
C11orf74,-0.284807015,-0.354267572,0.471241137,0.231141734,-0.212601929,-0.078804506
C11orf80,-0.687082351,-0.129244227,-0.823691505,-0.19787928,-0.28578097,-0.324151256
C11orf84,0.167706809,0.496364184,0.823417243,0.521102914,-0.255482203,-0.03196748
C11orf86,-0.197144719,0.279764959,0.154807955,-0.19312481,-0.36601395,-0.420110259
C11orf87,-0.389162756,0.089636063,0.523445707,0.399155145,-0.109236722,0.011506743
C11orf88,0.287810436,0.096128001,0.222952036,0.550716614,0.00475938,0.243280175
C11orf91,0.97197703,0.577060131,-0.267798346,0.525484519,-0.308086098,0.113248891
C11orf94,0.57228456,-0.201262673,-0.013857947,0.412292416,-0.877051566,-0.896941566
C11orf95,0.534708991,0.504935001,0.67135435,0.454816218,-0.134114484,-0.08667064
C11orf96,0.374486563,0.145182323,-0.092963659,-0.453294625,-0.037602994,0.334606869
C11orf97,0.276650974,0.236359393,0.033777891,0.085158982,0.351448149,-0.11050487
C11orf98,0.513071197,0.257832721,-0.156673465,0.221575309,-0.079381602,0.497902114
C12orf10,-0.065369209,0.406092293,0.316048882,-0.546303043,0.033717331,-0.70208812
C12orf29,0.534445868,-0.000293305,-0.259590045,0.440709165,0.184398262,-0.248877778
C12orf4,1.213449642,-0.088269446,-0.4430387,0.066174048,0.12450252,-0.642097063
C12orf40,0.411374044,0.264089243,-0.107612746,0.18128389,-0.037067306,-0.599896973
C12orf42,0.308043295,0.073363849,-0.276964791,-0.346698255,0.060239623,-0.121738215
C12orf43,-0.870992025,0.235715734,0.062365448,0.425374827,0.035070301,0.204901442
C12orf45,0.292266901,0.039544582,0.603844626,1.510033256,0.262225648,-0.07078358
C12orf49,0.717921369,1.308941691,1.473858423,0.328231756,0.319722607,-1.006575617
C12orf50,0.178726159,0.339717419,-0.320677954,0.429899414,1.068312711,0.487800681
C12orf54,-0.374311286,-0.047323761,0.002547539,-0.250350052,0.595624843,0.441266861
C12orf56,0.587668457,-0.429436805,-0.453980425,0.433316166,0.302366838,-0.251360356
C12orf57,-0.976317367,-0.391134602,-0.425951904,-0.637534568,-0.461318068,0.275280894
C12orf60,-0.159475591,-0.059059571,-0.246063053,-0.154879221,-0.252976724,0.005755595
C12orf65,-0.162868661,-0.467869169,-0.093581091,-0.225262938,-0.379836463,0.734048201
C12orf66,1.073110654,-0.741491118,-1.046611152,-0.753379689,-0.336275367,-0.87621299
C12orf71,-0.889528373,0.241905757,0.048699185,0.544526416,-0.392421724,-0.606981526
C12orf73,0.186995478,0.133204386,-0.48342748,0.279455917,-0.031824604,-0.481152248
C12orf74,-0.074297055,-0.328538506,-0.385022118,-0.021693629,-0.407064276,-0.72314345
C12orf75,0.6200535,0.10639366,0.368347019,0.100379761,0.473509853,0.563458196
C12orf76,-0.307103576,0.078224001,-0.174330657,0.1007502,-0.108978586,-0.990040875
C12orf77,0.267575507,-1.035716683,-1.010038714,0.507418464,0.526688556,0.021012954
C12orf80,-0.073210272,-0.217813559,-0.119841524,-0.068700837,-0.427449103,0.224631704
C14orf1,-0.419293659,-0.870797171,-0.980191689,0.364920796,-0.097308206,0.130068978
C14orf105,-0.085334842,-0.484771357,-0.078362693,-0.186764154,0.252671304,0.016080957
C14orf119,-0.076620101,-0.647481415,-0.57325002,-0.131979121,0.057905698,-0.795407483
C14orf132,0.306842718,-0.199113012,-0.250005384,-0.127850068,0.357948306,0.380364278
C14orf159,-0.074636887,-0.183517674,-0.3862886,-0.787750686,-0.408885033,0.56601135
C14orf166,-0.037226758,-0.605867442,-0.809414517,0.061507969,0.017877485,0.601987885
C14orf177,-0.045024335,-0.060987011,-0.310700991,-0.589335446,-0.175201078,-0.165564561
C14orf178,0.916783574,-0.647676341,0.080193626,0.154205408,-0.020616439,-0.327737301
C14orf180,-0.002448916,-0.104248933,-0.157349155,-0.746450733,0.096767028,0.073961821
C14orf2,-0.267479609,-0.098323659,0.051540814,-0.465949388,0.216313663,0.826907849
C14orf28,0.152936103,-0.309820048,-0.096625151,0.172226112,-0.044643136,0.046689147
C14orf37,-0.071068142,-0.935185781,-0.160986917,-0.801246928,-1.056092404,0.065239609
C14orf39,0.146956864,-0.559788722,-0.162015954,-0.638317496,-0.53872756,-0.2847113
C14orf79,0.427406742,-0.203853908,-0.750171319,-0.256327632,-0.560449149,-1.216510001
C14orf80,0.253989017,0.599427006,0.57004042,0.756865391,0.26784343,0.204151801
C14orf93,0.63067497,-0.203657688,0.123727,0.337559503,0.03506172,-0.075798489
C15orf32,0.211595455,0.168669126,0.061336493,0.007928845,0.290092497,1.107330055
C15orf38-AP3S2,-0.247747735,0.401507679,-0.203127207,0.149908276,0.089061995,-0.228710807
C15orf39,0.324163939,-0.057463159,-0.753238765,-0.71995355,0.39002154,0.07825032
C15orf40,0.611352375,0.183142126,-0.00356459,0.125488192,0.161434379,0.242549706
C15orf41,1.0087875,1.317329598,1.221697869,1.594463459,-0.019762337,-0.151683488
C15orf48,0.19602489,0.628766063,0.015115731,0.404481847,0.594610175,0.047608574
C15orf52,0.62475967,0.334707219,0.524299447,0.614909461,0.038003832,0.200779965
C15orf53,0.266631191,-0.255074821,-0.54142193,-0.328468519,0.06941884,0.755391774
C15orf54,-0.256926875,0.086172205,-0.09489647,-0.065614523,-0.424677652,0.511923328
C15orf56,0.336415833,0.514430574,0.483145924,0.281267566,-0.87717388,0.075867523
C15orf57,-0.678676612,0.212626237,0.345831947,0.172796586,-0.111879954,0.12953739
C15orf59,-0.239278704,0.398667142,0.204350107,-0.282906296,-0.624174807,0.101008559
C15orf61,0.033009225,0.234102321,0.260202414,0.185148172,0.356163316,0.901802394
C15orf62,0.802015955,-0.025850602,0.007808872,-0.19326432,-0.300779185,-0.606991572
C15orf65,-0.126392078,-0.273143164,-0.237308943,0.735164865,0.898163601,0.617729716
C16orf45,0.19951707,-0.087729903,0.252319095,0.153559026,0.187123303,0.447004961
C16orf46,0.485811754,0.345067742,-0.186707424,-0.210085404,0.381189358,0.485404839
C16orf47,0.806424507,-0.06025135,-0.004975413,-0.117984982,-0.190270309,0.036206588
C16orf52,0.753980443,0.023004104,-0.172767948,-0.026437148,0.421735505,0.572313186
C16orf54,0.104820544,-0.443548551,0.040646159,-0.270923937,-0.013765557,0.551406219
C16orf58,0.124099311,0.141005164,-0.236877471,0.048905161,0.930999851,0.277042671
C16orf59,-0.860378977,0.896867422,0.746249369,0.16585216,0.036415497,0.465348556
C16orf62,-0.555770322,-0.387387494,-0.219074195,-0.055799154,0.142938937,0.731418489
C16orf70,0.501576923,0.459594928,-0.114367488,-0.507953972,-0.300661531,-0.097296651
C16orf71,-0.174047276,0.162282548,0.237078197,0.231322199,0.313743328,0.493588125
C16orf72,1.841723116,1.49475265,1.24537591,2.407974023,-0.530264958,-0.443053932
C16orf74,0.360062175,-0.415330244,-0.023577608,0.343301807,-0.301442153,-0.124392884
C16orf78,0.353880923,0.013956059,-0.339145128,0.080471844,-0.58039557,0.592130358
C16orf82,0.043940781,0.266642168,-0.076340611,0.106669838,0.241726387,0.058964604
C16orf86,0.580755336,0.136457683,0.0762782,0.363637203,0.015626212,-0.374449107
C16orf87,0.676032908,0.939634733,0.270892942,0.257990412,-0.49313686,-0.528667288
C16orf89,-0.78824739,-0.185831778,-0.10341172,0.417114726,0.809354505,1.151996163
C16orf90,-0.785611383,0.692747426,0.338784893,-0.167342183,-0.040693493,0.288360461
C16orf91,-0.807684866,-0.436929751,-0.870625006,-0.218894627,-0.283351176,-0.357508123
C16orf92,-0.114347636,0.084517972,-0.155661705,0.215715703,-0.00070777,0.319770022
C16orf95,-0.217363796,0.349737067,0.071813089,0.022076631,0.035785896,0.098088886
C16orf96,-0.971693839,0.020541807,0.2857757,0.041778763,0.265226656,0.005468633
C16orf97,0.173798274,0.245214815,-0.152656196,0.429845772,-0.499491192,-0.226917825
C17orf100,0.287302032,-0.335826869,-0.088159702,0.002467695,0.276259096,0.021478658
C17orf102,0.257410917,0.551862147,0.115258271,-0.060888934,0.513155829,0.755460327
C17orf105,0.237142498,-0.058336509,0.141287226,0.439440471,0.40464307,-0.154092735
C17orf107,0.18621034,-0.182350607,-0.218156523,-0.140979155,0.800639855,0.554404543
C17orf112,0.47886243,0.497404142,-0.039288541,0.227300281,-0.624287398,-0.207327697
C17orf47,0.763958611,-0.052865584,0.185791459,0.017505884,-0.443953339,0.048270017
C17orf49,0.050156664,-0.313460901,-0.807096202,-0.451839748,0.741504047,-0.500518353
C17orf50,0.19214389,-0.334970433,-0.475274395,0.322426861,-0.065072914,-0.134083315
C17orf51,0.702436061,-0.322015059,0.610183108,0.43162137,0.736135417,0.442310911
C17orf53,-0.175783327,-0.226665704,0.04947795,-0.099182574,0.019223401,0.168245391
C17orf58,0.125692739,0.370383953,0.11178168,0.529446085,-0.483617442,0.299321088
C17orf62,0.062587769,-0.396389967,0.242140159,0.050862781,-0.179560419,0.50755881
C17orf64,0.699397787,-0.007068021,-0.259712188,0.151809895,0.077884873,0.018214071
C17orf67,-0.345817721,0.280422423,-0.37153695,0.348040744,0.823451372,0.41105633
C17orf74,0.022906038,-0.527123421,0.199080882,-0.385266401,-0.087739218,-0.306084932
C17orf75,0.379975324,0.57537691,0.763538585,0.046938462,0.505330928,0.061223815
C17orf77,0.274168748,-0.411820223,-0.048208382,0.211030588,0.050225433,-0.471190463
C17orf78,-0.017072333,-0.093697249,-0.172998237,-0.286109328,0.115085274,0.176115405
C17orf82,0.124187236,-0.279550922,-0.053952226,0.233891574,0.181536081,-0.443003471
C17orf97,-0.079124865,0.1479003,-0.195047005,-0.584931758,0.150562313,-0.06069502
C17orf98,0.373965863,-0.069542301,0.291384427,-0.477922516,-0.231881471,-0.308974993
C17orf99,0.126740033,-0.430360264,0.139846844,-0.443439705,0.642332071,0.78834224
C18orf21,0.000586569,0.094595808,-0.256368966,0.249066563,0.532860668,0.792974303
C18orf25,0.7106288,0.558718889,0.317065079,0.505456671,-0.288112458,0.351299747
C18orf32,0.28683361,0.514106622,-0.200510833,0.005882491,0.374282851,-0.101955601
C18orf54,0.312373825,0.106390951,0.055281833,-0.04933496,0.253502155,0.153206943
C18orf63,0.299095244,0.415382262,0.03931424,-0.158756953,0.304426359,1.267538757
C18orf65,0.296276426,-0.024021703,-0.009610737,-0.46717626,0.090350625,-0.659918088
C18orf8,0.02891655,-1.70208408,-0.782166201,0.447169485,0.206892143,0.287322465
C19orf12,0.543550815,-0.45169937,0.245142136,0.276040476,-0.791867563,-0.680804332
C19orf18,0.572698873,-0.495046171,-0.274749892,-0.069924218,-0.303405683,-0.347673612
C19orf24,-0.665782357,-0.271306736,-0.906827183,-0.235540367,-0.004913531,0.034507256
C19orf25,0.087291439,-1.150277132,-1.155052505,-0.723611772,-0.221160674,-0.36554757
C19orf33,0.499797398,-0.473739893,-0.290084082,-0.418692051,-0.172655172,-0.123021687
C19orf35,0.459029118,-0.406357493,0.083534864,-0.430071976,0.139080517,0.461867738
C19orf38,-0.884996908,-0.507391931,-0.140894658,-0.484329994,0.080824766,-0.073548237
C19orf43,3.009212789,-4.340887058,-3.335873472,-2.702690001,0.975649728,0.031155294
C19orf44,-0.392520118,0.112163867,0.089480271,-0.42882183,-0.483200443,-0.010189372
C19orf47,-0.370802902,0.296542985,0.471707798,0.277374673,-0.113430971,-0.346465462
C19orf48,0.335844284,-0.184743602,-0.157942643,0.055548788,-0.151681929,-0.265341303
C19orf53,0.255188922,0.602822986,-0.077442748,0.629025901,-0.002829403,-0.0673354
C19orf54,0.135516496,0.223486543,-0.066305024,0.363573784,-0.115812015,-0.221589146
C19orf57,0.104267609,0.118153034,0.062016147,-0.38833474,-0.778583377,-0.105040736
C19orf60,-0.030367942,0.621052641,-0.169826042,-0.009480583,0.238696469,-0.515975499
C19orf66,-0.174179639,0.187177919,-0.683965709,-0.331069585,-0.720079405,0.03156631
C19orf67,-0.549871416,-0.002111192,-0.24327628,-0.820405054,0.211804104,0.921468678
C19orf68,0.233518985,-0.119952784,0.343401481,-0.226312198,-0.231369058,0.594475618
C19orf70,-0.304892046,-0.841814248,-0.281713813,-0.359958088,0.612777181,0.495310713
C19orf71,-0.288344,-0.445219077,0.083786296,-0.29236917,0.607102153,0.445920714
C19orf73,-0.131131632,0.47625317,0.386697555,-0.004726665,-0.450407033,0.06231191
C19orf81,0.081399876,-0.408312951,-0.296163045,0.001066393,0.103964524,0.262319138
C19orf84,0.232897729,-0.084059974,0.360885634,-0.090559681,-0.18025302,0.003696366
C1D,-0.039221193,-0.188531321,0.428087366,0.941771695,0.104809126,0.062090452
C1GALT1,0.188246212,2.662587797,1.695149109,0.608146808,0.076596222,0.372273303
C1GALT1C1,-0.072718429,3.24403094,1.668700725,1.283151348,-0.124507654,-0.023206367
C1GALT1C1L,0.087191928,-0.020039415,-0.131491997,0.058199697,-0.017096455,-0.349133879
C1orf100,0.31399227,0.380377804,0.076693538,-0.580092051,-0.326405741,0.102592318
C1orf105,-0.438847342,-0.249180918,0.357534,0.086911113,0.429014884,0.401239609
C1orf106,-0.052278809,0.205352974,0.485320885,0.402783176,0.510478446,0.064837184
C1orf109,-0.028141944,1.333127952,1.195283969,2.261533064,-0.26955223,-0.276211216
C1orf112,-0.187546275,-0.149350376,0.012130437,0.289222902,-0.034185541,-0.595407551
C1orf115,-0.403429352,-0.192913243,-0.106473199,-0.348003927,0.001062053,-0.237991246
C1orf116,0.288054253,0.37715318,0.076479044,0.150316737,-0.205755965,-0.016113946
C1orf122,0.543967892,0.337391833,-0.195519573,-0.164768739,-0.097088575,0.285369052
C1orf123,0.348087199,0.063213254,-0.048347506,-0.154797654,-0.313904973,-0.395265945
C1orf127,0.601827806,0.253420177,0.037299779,0.937501296,0.840637377,0.21801555
C1orf131,0.276295086,0.97286704,1.303320123,1.952275988,-0.322252589,-0.300903428
C1orf137,0.259022475,-0.165290748,0.080015214,-0.053783776,0.336292158,0.218885735
C1orf141,0.404354175,0.11307489,-0.003798769,0.128790765,0.392525973,0.272441106
C1orf146,-0.329218358,0.262847903,-0.044213891,-0.211695885,0.040551212,-0.464009516
C1orf158,0.508437484,0.397430075,0.130391792,0.241478332,0.114953896,0.096044799
C1orf159,-0.029505541,0.329471578,-0.441967202,0.266401919,0.07611993,0.231531501
C1orf162,-0.099075098,-0.063132535,-0.268906239,-0.297272977,0.299643546,-0.106343475
C1orf167,-0.724046614,0.118684945,-0.00335191,0.365023849,-0.142387856,0.287187351
C1orf168,-0.205295043,-0.161225457,-0.122723661,-0.107918717,-0.603173411,-0.772548036
C1orf174,-0.076415191,0.571857543,-0.146045459,-0.085420457,0.347956857,0.122630642
C1orf185,1.236421535,0.068713516,0.536516602,0.39206073,-0.156889647,-0.356217858
C1orf186,0.056594439,-0.164645442,-0.261614167,0.28833104,-0.298097816,-0.009031608
C1orf189,-0.093029633,0.311789185,0.006446781,0.658190683,0.101902112,0.468296567
C1orf194,-0.111547821,-0.28042026,-0.322953941,-0.556386225,0.043855476,-0.620193578
C1orf195,-0.035902142,-0.308468339,0.096304875,0.373090291,0.092126985,0.205676892
C1orf198,-0.367975575,0.150313519,-0.272579802,-0.296322338,0.007713109,0.020886444
C1orf204,0.155700852,-0.163916004,-0.001390256,-0.464992499,0.067111888,-0.488192264
C1orf21,0.715675935,0.200578575,-0.620610703,0.031310938,0.152925283,0.90272256
C1orf210,-0.029650211,0.543816397,-0.006774715,0.069884362,-0.052856591,0.512288235
C1orf216,0.355577283,-0.023213581,0.281633261,0.221432734,-0.139602775,0.046317617
C1orf226,0.07122252,0.562317467,-0.103482882,0.070380418,-0.492921705,0.393662924
C1orf228,0.365247204,0.337532612,0.158584749,-0.132807734,-0.324331456,0.234994896
C1orf229,0.229590184,-0.535361279,-0.625231255,-0.164401006,-0.307641801,-0.524915014
C1orf27,-0.81156502,0.207192915,-0.100558525,-0.33980662,-0.458491994,0.10901974
C1orf43,0.438713974,1.049332437,0.570579036,0.876373835,-0.02993666,-0.253883918
C1orf50,0.320309883,0.531870641,-0.255313176,-0.375176599,0.360215587,-0.049144454
C1orf52,1.238291059,2.021519423,1.43986302,0.301748463,0.527660351,-0.605173793
C1orf53,-0.584057736,-0.003309888,-0.538176157,0.025756971,0.092378022,0.472422728
C1orf54,-0.200688408,-0.337530082,0.184527688,-0.474779983,0.155703091,0.357466256
C1orf56,0.350434977,-0.223817629,-0.458633822,-0.655592173,0.10241907,0.067586329
C1orf61,0.222815499,0.132671795,0.375903454,0.495757346,-0.821051898,0.618905394
C1orf64,-0.5542434,0.584276395,0.315168625,-0.003039649,0.023554275,-0.649577775
C1orf68,0.288873827,0.255397403,-0.146439067,0.081349496,0.212834639,-0.218183968
C1orf87,-0.247769679,0.496923449,-0.167656078,0.303065384,0.754185227,0.225089959
C1orf94,0.114855148,0.239750817,0.053632532,-0.098988955,0.60006019,0.780796147
C1QA,0.018775649,0.237176088,-0.140523027,0.108217436,-0.054111639,0.4863556
C1QB,-0.617092351,-0.070141241,-0.207749226,-0.214030474,-0.260146322,0.517170571
C1QBP,-0.77374451,0.23266915,0.226078104,0.082426583,-0.183303218,-0.007660095
C1QC,-0.663407365,0.056092209,0.098055576,0.401869223,-0.319946504,0.197624403
C1QL1,-0.040347268,0.274299218,0.290721524,0.334461652,-0.917586115,-0.329098305
C1QL2,0.113161918,-0.523282237,-0.333649571,-0.359831582,0.33735943,-0.091715128
C1QL3,-0.110976726,-0.338147031,0.146735064,0.065282801,-0.123559282,-0.933941475
C1QL4,-0.037118569,-0.188868207,-0.103628696,-0.19898429,0.399893571,0.551453469
C1QTNF1,0.483436702,-0.122478587,0.273222963,0.511740138,-0.198246721,0.182729523
C1QTNF2,-0.216095994,0.207899351,0.01735845,-0.064099604,0.5604104,0.054127512
C1QTNF3,0.14093455,-0.468287972,-0.26767936,-0.079949042,0.473749335,0.714814862
C1QTNF4,0.336795951,0.132298883,0.299236298,-0.398470358,-0.003922032,-0.502587101
C1QTNF5,-0.141345348,0.395927745,0.1688492,0.078769663,-0.374255409,0.405856193
C1QTNF6,-0.262837468,0.38855433,0.118420878,-0.227032863,-1.212671618,-0.056428013
C1QTNF7,-0.083032534,-0.360753813,-0.190709328,0.267747994,-0.358194176,-0.425256
C1QTNF8,-0.530866694,-0.263995575,-0.491975364,0.184390635,-0.456412286,-0.057942456
C1QTNF9,-0.281313335,0.336016011,0.113232592,0.561039419,-0.148371966,-0.422267501
C1QTNF9B,-0.898815247,-0.031134591,-0.455380476,0.530072207,0.397514572,0.314187887
C1RL,-0.656129849,-0.089583974,0.183415981,-0.424503683,0.366992404,0.339185448
